Código,Nome,Un,Chave,EAN,Marca,1Contagem,2Contagem,3Contagem,Avaria,Total,Saldo Estoque,Loja,Almoxarifado
P2612,"Piso 60x60 Infinita Bege Brilho 2,20m²/cx - Pointer",Un,251792444,7899821346816,Pointer,,,,,0,25,Piaui Const FI02,283397887
P2615,"Revestimento 30x60 Renascença Mate 2,37m²/cx - Pointer",Un,251792467,7899821300849,Pointer,,,,,0,18,Piaui Const FI02,283397887
P2616,"Revestimento 30x60 Pastilha Bossa Mar Brilho 2,37m²/cx - Pointer",Un,251792473,7899821329383,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P2801,"Piso 45X90 Retificado E Motion Mate 1,64m²/cx - Pointer",Un,254508971,7899821361079,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P2802,Piso 45X90 Retificado Origami Mate 1.64m2/cx - Pointer,Un,255278144,7899821361192,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P3040,"Revestimento 30x60 Mandala Nero Brilhante 2,37m²/cx - Pointer",Un,276575736,7892226193740,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P4036,"Revestimento 30x60 Sacra Beige Brilho 2,37m²/cx - Pointer",Un,276193220,7892226193122,Pointer,,,,,0,13,Piaui Const FI02,283397887
P4142,"Revestimento 30x60 Boulevard Mate 2,37m²/cx - Pointer",Un,273186730,7899821380353,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P4323,"Piso 60x60 Infinita Branco 2,20m²/cx - Pointer",Un,274851404,7899821346717,Pointer,,,,,0,24,Piaui Const FI02,283397887
P4748,"Piso 60x60 Retificado Classico Branco Brilho 2,12m²/cx - Pointer",Un,281873294,7899821354156,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P5848,"Piso 60x60 Retificado Carrara Statuario Brilho 2,12m²/cx - Pointer",Un,282022785,7899821351964,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P6245,"Piso 60x60 Clássico Cru Mate 2,20m²/cx - Pointer",Un,275352453,7899821313832,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P6246,"Piso 60x60 Piasentina Cinza Mate 2,20m²/cx - Pointer",Un,275352459,7899821340609,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P6247,"Piso 60x60 Summer Silver Mate 2,20m²/cx - Pointer",Un,275352489,7899821346564,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
P8015,"Piso 60x120 Retificado Vizcaya Polido 2,15m²/cx - Pointer",Un,285209161,7892226394567,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
R2326,"Revestimento Retificado 45x90 Polaris Mate 1,64m²/cx - Pointer",Un,278944074,7892226254922,Pointer,,,,,0,16,Piaui Const FI02,283397887
R2724,"Revestimento Retificado 45x90 Pedra Ferro Mate 1,64m²/cx - Pointer",Un,273685223,7899821382784,Pointer,,,,,0,4,Piaui Const FI02,283397887
R2730,"Revestimento 30x60 Ninho Brilho 2,37m²/cx - Pointer",Un,273037819,7899821378855,Pointer,,,,,0,6,Piaui Const FI02,283397887
R2768,"Revestimento 30x60 Retificado Catavento Rosa Mate 2,28m²/cx - Pointer",Un,276822346,7899821384979,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
R2902,"Revestimento 30x60 Retificado Classico Branco Brilho 2,28m²/cx - Pointer",Un,290200669,7899821354118,Pointer,,,,,0,#N/A,Piaui Const FI02,283397887
R3525,"Revestimento 30x60 Retificado Catavento Azul Mate 2,28m²/cx - Pointer",Un,274688927,7899821384948,Pointer,,,,,0,26,Piaui Const FI02,283397887
T2538,Telha Colonial Pvc Ceramica 2300x860mm Preconvc - Precon,Un,253825066,7898187882358,Precon,,,,,0,50,Piaui Const FI02,283397887
T2539,Telha Colonial Pvc Concreto 2300x860mm Preconvc - Precon,Un,253825075,7898187881627,Precon,,,,,0,#N/A,Piaui Const FI02,283397887
T2540,Telha Plan Pvc Ceramica 2420x880mm Preconvc - Precon,Un,253825081,7898187882877,Precon,,,,,0,2,Piaui Const FI02,283397887
T2541,Telha Plan Pvc Concreto 2420x880mm Preconvc - Precon,Un,253825087,7898187882983,Precon,,,,,0,3,Piaui Const FI02,283397887
T2542,Telha Minionda Pvc Ceramica 2400x910mm Preconvc - Precon,Un,253825093,7898187882105,Precon,,,,,0,26,Piaui Const FI02,283397887
C4961,Corda PP 12mm Multicor Tropical - Riomar,M,49565630,0,Riomar,,,,,0,#N/A,Piaui Const FI02,283397887
C4962,Corda Trançada Poliamida 12mm - Riomar,M,49566533,0,Riomar,,,,,0,#N/A,Piaui Const FI02,283397887
L3634,Lona Agrícola 4x100 120 Preta - Riomar,M,275512413,7897533609632,Riomar,,,,,0,#N/A,Piaui Const FI02,283397887
E258,Janela Prátika Jcsssg Branca 100x150x12 22.12.102-2 - Sasazaki,Un,389546,0,Sasazaki,,,,,0,#N/A,Piaui Const FI02,283397887
E273,Janela Prátika Jvcgq Branca 100x120x12 21.22.401-4 - Sasazaki,Un,389576,0,Sasazaki,,,,,0,2,Piaui Const FI02,283397887
A2453,Aço Ca-50 (10.0) 3/8 Barra - Soferro,Un,245305235,0,Soferro,,,,,0,245,Piaui Const FI02,283397887
A2454,Aço Ca-50 (12.5) 1/2 Barra - Soferro,Un,245305238,0,Soferro,,,,,0,#N/A,Piaui Const FI02,283397887
A2456,Aço Ca-50 (8.0) 5/16 Barra - Soferro,Un,245305246,0,Soferro,,,,,0,78,Piaui Const FI02,283397887
A2457,Aço Ca-50 (6.3) 1/4 Barra - Soferro,Un,245305249,0,Soferro,,,,,0,577,Piaui Const FI02,283397887
A2458,Aço Ca-60 4.2 mm Barra - Soferro,Un,245305255,0,Soferro,,,,,0,561,Piaui Const FI02,283397887
A2461,Aço Ca-60 5.0 mm Barra - Soferro,Un,245305302,0,Soferro,,,,,0,711,Piaui Const FI02,283397887
A2604,"Alavanca Ponta Reta 1,50m - Soferro",Un,260514548,0,Soferro,,,,,0,#N/A,Piaui Const FI02,283397887
A2605,"Alavanca Ponta Reta 1,20m - Soferro",Un,260514544,0,Soferro,,,,,0,#N/A,Piaui Const FI02,283397887
C2457,"Coluna 4 Aços 3/8 (10mm), estribo 4.2mm (7cmx14cm) a cada 20 cm, 6m de comprimento - Soferro",Un,258937295,0,Soferro,,,,,0,27,Piaui Const FI02,283397887
C2458,"Coluna 4 Aços 5/16 (8.0mm), estribo 4.2mm (7cmx14cm) a cada 20 cm, 6m de comprimento - Soferro",Un,258937284,0,Soferro,,,,,0,48,Piaui Const FI02,283397887
C2459,"Coluna 4 Aços 6.0mm, estribo 4.2mm (7cmx14cm) a cada 20 cm, 6m de comprimento - Soferro",Un,258937289,0,Soferro,,,,,0,"65,38",Piaui Const FI02,283397887
P2039,EPS Enchimento para Laje (Cortado 40x150x07) Eps-H7 - Soferro,Un,276991500,0,Soferro,,,,,0,259,Piaui Const FI02,283397887
P2042,EPS Enchimento para Laje 33x150x07cm Eps-H7 - Soferro,Un,247415029,0,Soferro,,,,,0,435,Piaui Const FI02,283397887
P2043,EPS Enchimento para Laje 40x150x08cm Eps-H8 - Soferro,Un,247415034,0,Soferro,,,,,0,617,Piaui Const FI02,283397887
P2044,EPS Enchimento para Laje 40x150x12cm Eps-H12 - Soferro,Un,247415038,0,Soferro,,,,,0,2,Piaui Const FI02,283397887
T2244,Tijolo Cerâmica 6 furos 9x14x19 - Soferro,Un,261155648,0,Soferro,,,,,0,#N/A,Piaui Const FI02,283397887
T2445,Treliça Tb H8 6m 4.2x3.4x4.2 - Soferro,Un,271846072,0,Soferro,,,,,0,149,Piaui Const FI02,283397887
T2447,Treliça Tb H8 6m 6.0x3.4x4.2- Soferro,Un,275614790,0,Soferro,,,,,0,#N/A,Piaui Const FI02,283397887
T2448,Treliça Tb H8 6m 6.0x4.2x4.2 - Soferro,Un,280995507,0,Soferro,,,,,0,143,Piaui Const FI02,283397887
T2458,Tela Q-92 - Soferro,Un,245433696,0,Soferro,,,,,0,299,Piaui Const FI02,283397887
T8444,Tela Q-61 - Soferro,Un,275767379,0,Soferro,,,,,0,68,Piaui Const FI02,283397887
D673,Serra Manual 24D RS12 - Starret,Un,361707,7891265400246,Starret,,,,,0,#N/A,Piaui Const FI02,283397887
D674,Serra Manual 18D RS12- Starret,Un,361710,0,Starret,,,,,0,#N/A,Piaui Const FI02,283397887
D675,"Serra Manual Safe flex 18D BS12"" - Starret",Un,361714,7891265403308,Starret,,,,,0,#N/A,Piaui Const FI02,283397887
D684,Trena Amarela 5m KTS34-5ME-S - Starret,Un,361741,7891265015884,Starret,,,,,0,#N/A,Piaui Const FI02,283397887
S3617,Serra Manual Safe flex 24D BS12 - Starret,Un,361717,0,Starret,,,,,0,#N/A,Piaui Const FI02,283397887
T2112,Trena Amarela de Bolso 10M - Starret,Un,241194786,49659015935,Starret,,,,,0,#N/A,Piaui Const FI02,283397887
L2543,Luva de Raspa Cano Curto P7 Modelo B - T R Equipamentos,Un,254328031,0,T R Equipamentos,,,,,0,#N/A,Piaui Const FI02,283397887
L2548,Luva de Raspa Petroraspa - T R Equipamentos,Un,254334060,0,T R Equipamentos,,,,,0,#N/A,Piaui Const FI02,283397887
C2252,Caixa de Medição Trifasica CMD3 Eletrobras /Equatorial Pi - Taf,Un,225332960,7898330682927,Taf,,,,,0,#N/A,Piaui Const FI02,283397887
L2467,Luminária Lumi Fácil Led 40/2 6500K Preto - Taschibra,Un,246975084,7897079066623,Taschibra,,,,,0,#N/A,Piaui Const FI02,283397887
H0618,Rejunte Branco Siliconado - Techmassa,Un,65280618,0,Techmassa,,,,,0,135,Piaui Const FI02,283397887
H2306,Rejunte Bege Siliconado - Techmassa,Un,65292306,0,Techmassa,,,,,0,141,Piaui Const FI02,283397887
H348,Argamassa Colante 15kg AcI - Techmassa,Un,378335,0,Techmassa,,,,,0,151,Piaui Const FI02,283397887
H352,Rejunte Flexivel Bege 1 Kg - Techmassa,Un,378347,0,Techmassa,,,,,0,49,Piaui Const FI02,283397887
H353,Rejunte Flexivel Branco 1kg - Techmassa,Un,378350,0,Techmassa,,,,,0,105,Piaui Const FI02,283397887
H354,Rejunte Flexivel Cinza Platina 1kg - Techmassa,Un,378353,0,Techmassa,,,,,0,185,Piaui Const FI02,283397887
H3550,Argamassa Colante ACIII 15kg - Techmassa,Un,251055868,0,Techmassa,,,,,0,154,Piaui Const FI02,283397887
H3551,Argamassa Colante ACII 15kg - Techmassa,Un,251055873,0,Techmassa,,,,,0,83,Piaui Const FI02,283397887
H357,Rejunte Flexivel Preto 1kg - Techmassa,Un,378362,0,Techmassa,,,,,0,18,Piaui Const FI02,283397887
H8988,Rejunte Cinza Siliconado - Techmassa,Un,65308988,0,Techmassa,,,,,0,111,Piaui Const FI02,283397887
R3521,Rejunte Marrom Siliconado - Techmassa,Un,274758516,0,Techmassa,,,,,0,#N/A,Piaui Const FI02,283397887
T2530,Telha Esmaltada 1 Face Branco - Temax,Un,253965943,7898671402307,Temax,,,,,0,47,Piaui Const FI02,283397887
T2543,Cumeeira Esmaltada 1 Face Cinza - Temax,Un,253965990,7898671402833,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2544,Cumeeira Esmaltada 1 Face Marfim - Temax,Un,253965985,0,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2545,Cumeeira Esmaltada 1 Face Branca - Temax,Un,253965980,2539659431234,Temax,,,,,0,0,Piaui Const FI02,283397887
T2546,Telha Esmaltada 3 Vias 1 Face Cinza - Temax,Un,253965975,0,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2548,Telha Esmaltada 3 Vias 1 Face Branca - Temax,Un,253965965,0,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2549,Telha Esmaltada 1 Face Cinza - Temax,Un,253965960,7898671402314,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2550,Telha Esmaltada 1 Face Marfim - Temax,Un,253965955,7898671402352,Temax,,,,,0,54,Piaui Const FI02,283397887
T2574,Terminal Esmaltada de Cumeeira 1 Face Cinza - Temax,Un,253966015,0,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2575,Terminal Esmaltada de Cumeeira 1 Face Branco - Temax,Un,253966010,7898671402758,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2576,Telha Esmaltada Dupla Face Cinza - Temax,Un,253966005,7898671402505,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2577,Telha Esmaltada Dupla Face Marfim - Temax,Un,253966000,7898671402536,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
T2579,Telha Esmaltada Dupla Face Branca - Temax,Un,253965995,7898671402482,Temax,,,,,0,1,Piaui Const FI02,283397887
T2591,Terminal Esmaltada de Cumeeira 1 Face Marfim - Temax,Un,253974853,0,Temax,,,,,0,#N/A,Piaui Const FI02,283397887
A2406,Assento Sanitário Max Branco - Tigre,Un,240630375,7899349172928,Tigre,,,,,0,37,Piaui Const FI02,283397887
A3709,Adaptador Com Flange 32x1 - Tigre,Un,370987,7897613321720,Tigre,,,,,0,53,Piaui Const FI02,283397887
A3723,Anel Borracha 150mm - Tigre,Un,372324,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
C2406,Caixa Descarga Sem Engate Branco - Tigre,Un,240630368,7899349186628,Tigre,,,,,0,13,Piaui Const FI02,283397887
C2407,Curva Eletroduto Ponta E Bolsa 50mm - Tigre,Un,240745671,7899349148428,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
C2421,Curva Eletroduto Ponta E Bolsa 40mm - Tigre,Un,242111871,7899349148404,Tigre,,,,,0,17,Piaui Const FI02,283397887
C3714,Caixa Inspeção Esgoto Diâmetro 100 - Tigre,Un,371482,0,Tigre,,,,,0,4,Piaui Const FI02,283397887
C8122,Caixa Passagem Parede Embutir Com Porta 20x20cm - Tigre,Un,242918129,7899349103069,Tigre,,,,,0,3,Piaui Const FI02,283397887
C8123,Caixa Passagem Parede Embutir Com Porta 30x30 - Tigre,Un,246613778,7899052577119,Tigre,,,,,0,516,Piaui Const FI02,283397887
E2324,Extensor Telescópio 3m - Tigre,Un,274926288,7891395015082,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
E2406,Engate Flexível de Pvc 1/2x40cm - Tigre,Un,240630356,7898482242208,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
E2408,Eletroduto Ponta E Bolsa 50mm 3m - Tigre,Un,240745662,7899349147919,Tigre,,,,,0,29,Piaui Const FI02,283397887
E2421,Eletroduto Ponta E Bolsa 40mm 3m - Tigre,Un,242111865,7899349147933,Tigre,,,,,0,66,Piaui Const FI02,283397887
E2496,Eletroduto Corrugado Reforçado Laranja Flex 25mm - Tigre,M,249677042,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1033,Adaptador Com Flange 25x3/4 - Tigre,Un,370984,7897613321713,Tigre,,,,,0,82,Piaui Const FI02,283397887
F1036,Adaptador Com Flange 50x1 1/2 - Tigre,Un,370993,0,Tigre,,,,,0,4,Piaui Const FI02,283397887
F1037,Adaptador Com Flange 60x2 - Tigre,Un,370996,0,Tigre,,,,,0,20,Piaui Const FI02,283397887
F1114,Bucha Esgoto Redução Longa 50x40mm - Tigre,Un,371227,7897613329580,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1131,Bucha Redução Soldável Longo 50x32mm - Tigre,Un,371278,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1139,Cap Esgoto 100mm - Tigre,Un,371302,0,Tigre,,,,,0,58,Piaui Const FI02,283397887
F1159,Corpo Caixa Sifonada Girafácil 100x140x50 - Tigre,Un,371362,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1168,Curva 90 Eletroduto Longa Ponta e Bolsa CL A 32mm - Tigre,Un,371389,0,Tigre,,,,,0,0,Piaui Const FI02,283397887
F1172,Curva Esgoto 45 Longa 100mm - Tigre,Un,371401,0,Tigre,,,,,0,205,Piaui Const FI02,283397887
F1175,Curva Esgoto 90 Curta 100mm - Tigre,Un,371410,0,Tigre,,,,,0,42,Piaui Const FI02,283397887
F1178,Curva Esgoto 90 Longa 100mm - Tigre,Un,371419,0,Tigre,,,,,0,6,Piaui Const FI02,283397887
F1188,Curva Soldável Longa 25mm 90 - Tigre,Un,371449,7897613322468,Tigre,,,,,0,117,Piaui Const FI02,283397887
F1189,Curva Soldável Longa 32mm 90 - Tigre,Un,371452,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1191,Curva Soldável Longa 50mm 90 - Tigre,Un,371458,7897613322499,Tigre,,,,,0,54,Piaui Const FI02,283397887
F1192,Curva Soldável Longa 60mm 90 - Tigre,Un,371461,0,Tigre,,,,,0,7,Piaui Const FI02,283397887
F1195,Caixa Gordura Com Cesta de Limpeza 100mm - Tigre,Un,371470,7899349199000,Tigre,,,,,0,12,Piaui Const FI02,283397887
F1200,Caixa Octoganal Fundo Móvel 4x4 Amarela - Tigre,Un,371485,0,Tigre,,,,,0,171,Piaui Const FI02,283397887
F1202,Caixa Retangular 4x2 Amarela Tigreflex - Tigre,Un,371491,0,Tigre,,,,,0,4,Piaui Const FI02,283397887
F1208,Caixa Sifonada Porta Grelha Quadrada E Grelha Em Branca 150x150x50mm - Tigre,Un,371509,0,Tigre,,,,,0,11,Piaui Const FI02,283397887
F1209,Fita Isolante performance 20m - Tigre,Un,371512,7897613361276,Tigre,,,,,0,60,Piaui Const FI02,283397887
F1214,Joelho Esgoto 45 50mm - Tigre,Un,371527,7897613328255,Tigre,,,,,0,137,Piaui Const FI02,283397887
F1215,Joelho Esgoto 45 75mm - Tigre,Un,371529,7897613328262,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1216,Joelho Esgoto 45 100mm - Tigre,Un,371531,7897613328279,Tigre,,,,,0,250,Piaui Const FI02,283397887
F1219,Joelho Esgoto 90 75mm - Tigre,Un,371538,7897613328293,Tigre,,,,,0,71,Piaui Const FI02,283397887
F1220,Joelho Esgoto 90 150mm - Tigre,Un,371540,0,Tigre,,,,,0,11,Piaui Const FI02,283397887
F1222,Joelho Esgoto 90 40mm Com Anel - Tigre,Un,371545,7897613351680,Tigre,,,,,0,164,Piaui Const FI02,283397887
F1225,Joelho Soldável 90 32mm - Tigre,Un,371554,7897613322659,Tigre,,,,,0,229,Piaui Const FI02,283397887
F1227,Joelho Soldavel 90 50mm - Tigre,Un,371560,7897613322673,Tigre,,,,,0,60,Piaui Const FI02,283397887
F1228,Joelho Soldável 90 60mm - Tigre,Un,371563,0,Tigre,,,,,0,10,Piaui Const FI02,283397887
F1229,Joelho Soldável 90 75mm - Tigre,Un,371566,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1234,Joelho Soldável 45 25mm - Tigre,Un,371581,7897613322550,Tigre,,,,,0,205,Piaui Const FI02,283397887
F1235,Joelho Soldável 45 32mm - Tigre,Un,371584,7897613322567,Tigre,,,,,0,372,Piaui Const FI02,283397887
F1237,Joelho Soldável 45 50mm - Tigre,Un,371590,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1239,Junção Simples 45 100x50mm - Tigre,Un,371596,0,Tigre,,,,,0,94,Piaui Const FI02,283397887
F1242,Junção Simples 45 50x50mm - Tigre,Un,371605,0,Tigre,,,,,0,115,Piaui Const FI02,283397887
F1245,Junção Simplesl 45 100x100mm - Tigre,Un,371614,0,Tigre,,,,,0,12,Piaui Const FI02,283397887
F1251,Luva de Correr Esgoto 100mm - Tigre,Un,371632,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1270,Luva Esgoto Simples 50mm - Tigre,Un,371688,7899349138573,Tigre,,,,,0,121,Piaui Const FI02,283397887
F1271,Luva Esgoto Simples 75mm - Tigre,Un,371690,7897613328453,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1272,Luva Esgoto Simples 100mm - Tigre,Un,371692,7897613328460,Tigre,,,,,0,185,Piaui Const FI02,283397887
F1273,Luva Esgoto Simples 150mm - Tigre,Un,371694,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1294,Plug Com Rosca 1/2 - Tigre,Un,371753,7897613321140,Tigre,,,,,0,268,Piaui Const FI02,283397887
F1298,Prolongador Sem Entrada Para Caixa Multipla Dn300 - Tigre,Un,371765,0,Tigre,,,,,0,5,Piaui Const FI02,283397887
F1301,Redução Excêntrica 100x50 - Tigre,Un,371774,0,Tigre,,,,,0,29,Piaui Const FI02,283397887
F1302,Redução Excêntrica 150x100 - Tigre,Un,371777,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1305,Te Esgoto 50mm - Tigre,Un,371785,7899349138610,Tigre,,,,,0,75,Piaui Const FI02,283397887
F1307,Te Esgoto 100mm - Tigre,Un,371789,7899349138603,Tigre,,,,,0,30,Piaui Const FI02,283397887
F1314,Te Bucha Latão 25x1/2 - Tigre,Un,371809,0,Tigre,,,,,0,366,Piaui Const FI02,283397887
F1323,Te Soldável 32mm - Tigre,Un,371836,0,Tigre,,,,,0,283,Piaui Const FI02,283397887
F1325,Te Soldável 50mm - Tigre,Un,371840,7899349110814,Tigre,,,,,0,75,Piaui Const FI02,283397887
F1326,Te Soldável 60mm - Tigre,Un,371842,0,Tigre,,,,,0,35,Piaui Const FI02,283397887
F1345,União Soldável 50mm - Tigre,Un,371895,0,Tigre,,,,,0,29,Piaui Const FI02,283397887
F1416,Caixa D'agua 1000l Com Tampa - Tigre,Un,372110,7899349178296,Tigre,,,,,0,10,Piaui Const FI02,283397887
F1417,Caixa D'agua 310l Com Tampa - Tigre,Un,372112,0,Tigre,,,,,0,4,Piaui Const FI02,283397887
F1418,Caixa D'agua 500l Com Tampa - Tigre,Un,372114,7899349177381,Tigre,,,,,0,8,Piaui Const FI02,283397887
F1431,Calha Beiral Águapluv 125mm Bege - Tigre,Un,372152,7897613301685,Tigre,,,,,0,12,Piaui Const FI02,283397887
F1434,Calha Águapluv Style Branca - Tigre,Un,372161,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1484,Anel Borracha 50mm - Tigre,Un,372315,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1486,Anel Borracha 100mm - Tigre,Un,372321,7897613336236,Tigre,,,,,0,9,Piaui Const FI02,283397887
F1870,Suporte Dobrado Águapluv Zincado Style - Tigre,Un,373480,7897613333266,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F1872,Suporte Econômico Para Rolo 23cm 1301 - Tigre,Un,373486,7891395001399,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F2132,Torneira Boia Caixa D`água 3/4 - Tigre,Un,374267,7898503608310,Tigre,,,,,0,22,Piaui Const FI02,283397887
F2184,Registro Esfera V.s 50 - Tigre,Un,374426,0,Tigre,,,,,0,20,Piaui Const FI02,283397887
F2267,Rolo Textura Media 23cm Sem Suporte 1352 - Tigre,Un,374685,0,Tigre,,,,,0,46,Piaui Const FI02,283397887
F2269,Rolo Lã Sem Suporte 23cm 22A 1320 - Tigre,Un,374691,7891395000880,Tigre,,,,,0,9,Piaui Const FI02,283397887
F2279,Escova Tufada 1199-03 Tigre,Un,374718,7891395016157,Tigre,,,,,0,3,Piaui Const FI02,283397887
F2287,Pincel 500 2 1/2 - Tigre,Un,374740,0,Tigre,,,,,0,46,Piaui Const FI02,283397887
F2304,Adaptador Curto 25x3/4'' - Tigre,Un,374790,7899349138627,Tigre,,,,,0,452,Piaui Const FI02,283397887
F2305,Adesivo Pvc Incolor 75g - Tigre,Un,374793,7899052575313,Tigre,,,,,0,80,Piaui Const FI02,283397887
F2306,Caixa Plástica 3x3 Octogonal Amarela - Tigre,Un,374796,0,Tigre,,,,,0,203,Piaui Const FI02,283397887
F2307,Joelho 90 Bucha Latão 25mmx1/2 - Tigre,Un,374799,7897613335079,Tigre,,,,,0,344,Piaui Const FI02,283397887
F2308,Joelho Esgoto 90 40mm - Tigre,Un,374801,7897613329825,Tigre,,,,,0,106,Piaui Const FI02,283397887
F2309,Joelho Esgoto 90 100mm - Tigre,Un,374803,7899349138504,Tigre,,,,,0,488,Piaui Const FI02,283397887
F2310,Luva Bucha Latão 25x3/4'' - Tigre,Un,374805,7897613335109,Tigre,,,,,0,128,Piaui Const FI02,283397887
F2311,Tubo Soldável 25mm Com 6m - Tigre,Un,374808,0,Tigre,,,,,0,240,Piaui Const FI02,283397887
F2564,Fita Isolante Uso Geral 20m - Tigre,Un,250099460,7899349109672,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F3526,Adesivo Pvc Incolor 850g - Tigre,Un,217373526,0,Tigre,,,,,0,8,Piaui Const FI02,283397887
F602,Haste Zincada Águapluv - Tigre,Un,369658,7897613367797,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F647,Caixa 4x2 Pvc Preta - Tigre,Un,369792,7899052567745,Tigre,,,,,0,212,Piaui Const FI02,283397887
F648,Caixa Quadrada 4x4 Amarelo - Tigre,Un,369795,7899052567769,Tigre,,,,,0,93,Piaui Const FI02,283397887
F649,Caixa Sifonada Quadrada/grelha Branca 100x100x50mm - Tigre,Un,369798,0,Tigre,,,,,0,25,Piaui Const FI02,283397887
F650,Caixa Sistema Vdi 30x30 Embutida - Tigre,Un,369801,7899349102963,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F651,Caixa Sistema Vdi Embutida 40x40 - Tigre,Un,369804,0,Tigre,,,,,0,1,Piaui Const FI02,283397887
F656,Eletroduto Corrugado Amarelo Flex 20mm - Tigre,M,369819,7897613301838,Tigre,,,,,0,136,Piaui Const FI02,283397887
F657,Eletroduto Corrugado Amarelo Flex 25mm - Tigre,M,369822,7897613301845,Tigre,,,,,0,795,Piaui Const FI02,283397887
F658,Eletroduto Corrugado Amarelo Flex 32mm - Tigre,M,369825,7899015169269,Tigre,,,,,0,380,Piaui Const FI02,283397887
F659,Eletroduto Ponta E Bolsa 20mm Com 3 M - Tigre,Un,369828,0,Tigre,,,,,0,80,Piaui Const FI02,283397887
F660,Eletroduto Ponta E Bolsa 25mm Com 3 M - Tigre,Un,369831,0,Tigre,,,,,0,170,Piaui Const FI02,283397887
F661,Eletroduto Ponta E Bolsa 32mm Com 3 M - Tigre,Un,369834,0,Tigre,,,,,0,90,Piaui Const FI02,283397887
F669,Fita Veda Rosca 18x50m - Tigre,Un,369858,7897613336960,Tigre,,,,,0,89,Piaui Const FI02,283397887
F676,Joelho 90 Bucha Latão 20mmx1/2 - Tigre,Un,369880,7897613335055,Tigre,,,,,0,209,Piaui Const FI02,283397887
F678,Joelho Esgoto 45 40mm - Tigre,Un,369888,7897613329818,Tigre,,,,,0,172,Piaui Const FI02,283397887
F679,Joelho Esgoto 90 50mm - Tigre,Un,369892,7897613328286,Tigre,,,,,0,232,Piaui Const FI02,283397887
F681,Joelho Soldável 90º 25mm - Tigre,Un,369899,7897613322642,Tigre,,,,,0,234,Piaui Const FI02,283397887
F701,Quadro Distribuição Embutido 12/16 Circuito Porta Branca com Barramento - Tigre,Un,369958,7899052576914,Tigre,,,,,0,11,Piaui Const FI02,283397887
F702,Quadro Distribuição Embutido 18/24 Circuito Porta Branca Com Barramento - Tigre,Un,369961,7899052576938,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F713,Redução Excentrica 100x75 - Tigre,Un,369994,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F717,Tubo Soldável 20mm 6m - Tigre,Un,370006,0,Tigre,,,,,0,132,Piaui Const FI02,283397887
F718,Te Esgoto Redução 100mmx50mm - Tigre,Un,370009,0,Tigre,,,,,0,53,Piaui Const FI02,283397887
F727,Te Soldável 25mm - Tigre,Un,370037,7897613322949,Tigre,,,,,0,73,Piaui Const FI02,283397887
