Código,Nome,Un,Chave,EAN,Marca,1Contagem,2Contagem,3Contagem,Avaria,Total,Saldo Estoque,Loja,Almoxarifado
V2584,Cimentados e Pisos Premium Amarelo Demarcação 3.6L - Verbras,Un,250131896,7899023832926,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2585,Cimentados e Pisos Premium Azul 3.6L - Verbras,Un,250131901,7899023832940,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2586,Cimentados e Pisos Premium Verde 3.6L - Verbras,Un,250131906,7899023832957,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2587,Cimentados e Pisos Premium Vermelho Segurança 3.6L - Verbras,Un,250131911,7899023832988,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2588,Cimentados e Pisos Premium Concreto 18L - Verbras,Un,250131916,7899023861896,Verbras,,,,,0,1,Piaui Const FI02,
V2589,Cimentados e Pisos Premium Cinza 18L - Verbras,Un,250131921,7899023861902,Verbras,,,,,0,3,Piaui Const FI02,
V2591,Cimentados e Pisos Premium Amarelo Demarcação 18L - Verbras,Un,250131931,7899023861926,Verbras,,,,,0,5,Piaui Const FI02,
V2592,Cimentados e Pisos Premium Azul 18L - Verbras,Un,250131936,7899023861995,Verbras,,,,,0,5,Piaui Const FI02,
V2594,Cimentados e Pisos Premium Vermelho Segurança 18L - Verbras,Un,250131946,7899023861971,Verbras,,,,,0,5,Piaui Const FI02,
V2595,Esmalte Secagem Rapida Brilho Branco 0.9L - Verbras,Un,250132951,7899023824341,Verbras,,,,,0,6,Piaui Const FI02,
V2596,Esmalte Secagem Rapida Brilho Branco Gelo 0.9L - Verbras,Un,250132956,7899023824358,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2599,Esmalte Secagem Rapida Brilho Amarelo 0.9L - Verbras,Un,250132971,7899023824419,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2600,Esmalte Secagem Rapida Brilho Vermelho 0.9L - Verbras,Un,250132976,7899023824518,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2602,Esmalte Secagem Rapida Brilho Azul França 0.9L - Verbras,Un,250132986,7899023824549,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2603,Esmalte Secagem Rapida Brilho Azul Del Rey 0.9L - Verbras,Un,250132991,7899023824556,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2604,Esmalte Secagem Rapida Brilho Verde Folha 0.9L - Verbras,Un,250132996,7899023824563,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2605,"Esmalte Secagem Rapida Brilho Branco 3,6L - Verbras",Un,250133001,7899023824686,Verbras,,,,,0,9,Piaui Const FI02,
V2606,"Esmalte Secagem Rapida Brilho Branco Gelo 3,6L - Verbras",Un,250133006,7899023824693,Verbras,,,,,0,13,Piaui Const FI02,
V2607,"Esmalte Secagem Rapida Brilho Cinza Medio 3,6L - Verbras",Un,250133011,7899023824716,Verbras,,,,,0,9,Piaui Const FI02,
V2608,"Esmalte Secagem Rapida Brilho Cinza Escuro 3,6L - Verbras",Un,250133016,7899023824723,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2609,"Esmalte Secagem Rapida Brilho Preto 3,6L - Verbras",Un,250133021,7899023824730,Verbras,,,,,0,10,Piaui Const FI02,
V2610,"Esmalte Secagem Rapida Brilho Amarelo 3,6L - Verbras",Un,250133026,7899023824754,Verbras,,,,,0,18,Piaui Const FI02,
V2611,"Esmalte Secagem Rapida Brilho Vermelho 3,6L - Verbras",Un,250133031,7899023824853,Verbras,,,,,0,8,Piaui Const FI02,
V2612,"Esmalte Secagem Rapida Brilho Laranja 3,6L - Verbras",Un,250133036,7899023824860,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2613,"Esmalte Secagem Rapida Brilho Azul França 3,6L - Verbras",Un,250133041,7899023824884,Verbras,,,,,0,5,Piaui Const FI02,
V2614,"Esmalte Secagem Rapida Brilho Azul Del Rey 3,6L - Verbras",Un,250133046,7899023824891,Verbras,,,,,0,6,Piaui Const FI02,
V2615,"Esmalte Secagem Rapida Brilho Verde Folha 3,6L - Verbras",Un,250133051,7899023824907,Verbras,,,,,0,3,Piaui Const FI02,
V2617,Textura Acrilica Externa 27kg Branco Gelo - Verbras,Un,250133061,7899023835965,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2623,Textura Acrilica Externa 27kg Lirio - Verbras,Un,250133091,7899023837143,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2624,Textura Acrilica Externa 27kg Amarelo Ouro - Verbras,Un,250133096,7899023837211,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2627,Textura Acrilica Externa 27kg Amarelo Frevo - Verbras,Un,250133111,7899023847043,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2628,Textura Acrilica Lisa Interna 27kg Branco - Verbras,Un,250133116,0,Verbras,,,,,0,0,Piaui Const FI02,
V2629,Textura Acrilica Lisa Interna 27kg Branco Gelo - Verbras,Un,250133121,7899023836849,Verbras,,,,,0,9,Piaui Const FI02,
V2631,Textura Acrilica Lisa Interna 27kg Areia - Verbras,Un,250133135,7899023836887,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2633,Textura Acrilica Lisa Interna 27kg Verde Piscina - Verbras,Un,250133145,7899023836931,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2634,Textura Acrilica Lisa Interna 27kg Amarelo Ouro - Verbras,Un,250133150,7899023836962,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2635,Textura Acrilica Lisa Interna 27kg Verde Vida - Verbras,Un,250133155,7899023836986,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2636,Massa Corrida PVA Verlatex 27kg - Verbras,Un,250133160,7899023827083,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2637,Massa Corrida PVA Verlatex 5.4kg - Verbras,Un,250133165,7899023818746,Verbras,,,,,0,15,Piaui Const FI02,
V2642,Selador Acrilico Vertex 18L - Verbras,Un,250133190,7899023833466,Verbras,,,,,0,42,Piaui Const FI02,
V2643,Selador Acrilico Vertex 3.6L - Verbras,Un,250133195,7899023833459,Verbras,,,,,0,10,Piaui Const FI02,
V2644,Vertex Acrilico Verde Primavera 18L - Verbras,Un,250140450,7899023824334,Verbras,,,,,0,5,Piaui Const FI02,
V2648,"Vertex Acrilico Semi Brilho Oceanic 3,6L - Verbras",Un,256251219,7899023840815,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2657,Textura Acrilica Externa Nobre 27kg Camurça - Verbras,Un,252595330,7899023838515,Verbras,,,,,0,0,Piaui Const FI02,
V2677,Textura Acrilica Externa Nobre 27kg Areia - Verbras,Un,273129282,7899023848316,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2679,Cimentados e Pisos Premium Branco 18L - Verbras,Un,250961777,7899023861889,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2681,Standard Acrilico Fosco Concreto 18L - Verbras,Un,251197805,7899023846541,Verbras,,,,,0,3,Piaui Const FI02,
V2689,"Vertex Acrilico Verde Salvia 3,6 L - Verbras",Un,253708580,7899023833527,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2703,Esmalte Extra Rapida Premium Fosco Preto 3.6L - Verbras,Un,251857713,7899023815165,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2711,Seladora Base de Agua Para Madeira 3.6L - Verbras,Un,251884277,7899023862305,Verbras,,,,,0,8,Piaui Const FI02,
V2712,Seladora Base de Agua Para Madeira 0.9L - Verbras,Un,251884284,7899023846114,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2713,Fundo Preparador de Parede Base de Agua 3.6L - Verbras,Un,251884291,7899023862312,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2714,Massa Para Madeira Galão 5.6kg - Verbras,Un,251884296,7899023862244,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2715,Massa Para Madeira 1.4kg - Verbras,Un,251884303,7899023807108,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2716,Fundo Branco Fosco Para Madeira 3.6L - Verbras,Un,251884317,7899023807009,Verbras,,,,,0,13,Piaui Const FI02,
V2717,Fundo Branco Fosco Para Madeira 0.9L - Verbras,Un,251884324,7899023806996,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2718,Fundo Para Galvanizados 3.6L - Verbras,Un,251884330,7899023840921,Verbras,,,,,0,4,Piaui Const FI02,
V2719,Fundo Para Galvanizados 0.9L - Verbras,Un,251884337,7899023840938,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2720,Ferrobras Cinza 3.6L - Verbras,Un,251884344,7899023806873,Verbras,,,,,0,5,Piaui Const FI02,
V2721,Ferrobras Cinza 0.9L - Verbras,Un,251884351,7899023806842,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2722,Ferrobras Branco 3.6L - Verbras,Un,251884358,7899023839390,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2723,"Verniz Copal 3,6L- Verbras",Un,251907411,7899023807177,Verbras,,,,,0,3,Piaui Const FI02,
V2724,Verniz Copal 0.9L- Verbras,Un,251907418,7899023807160,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2726,Ferrobras Branco 0.9L - Verbras,Un,251908794,0,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2728,Standard Acrilico Fosco Verde Trevo 18L - Verbras,Un,256943559,7899023846565,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2729,Standard Acrilico Fosco Verde Folha 18L - Verbras,Un,256943566,7899023846602,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2825,Textura Acrilica Externa 25kg Concreto - Verbras,Un,276384231,7899023851682,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2826,Textura Acrilica Externa 25kg Verde Bambui - Verbras,Un,276384239,7899023851767,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2905,"Esmalte Secagem Rapida Brilho Cinza Medio 3,0L - Verbras",Un,290634620,7899023862398,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2923,Vertex Acrílico Semi Brilho Verde Salvia 18L - Verbras,Un,283076496,7899023845179,Verbras,,,,,0,#N/A,Piaui Const FI02,
V3012,"Vertex Acrilico Semi Brilho Cinza 3,6L - Verbras",Un,275669482,7899023850876,Verbras,,,,,0,#N/A,Piaui Const FI02,
V3017,Vertex Acrilico Semi Brilho Camurça 18L- Verbras,Un,275669527,7899023846886,Verbras,,,,,0,#N/A,Piaui Const FI02,
V3018,Vertex Acrilico Semi Brilho Cinza 18L- Verbras,Un,275669536,7899023850821,Verbras,,,,,0,#N/A,Piaui Const FI02,
V6006,"Vertex Acrílico Cinza Claro 3,6L - Verbras",Un,275590760,7899023850869,Verbras,,,,,0,#N/A,Piaui Const FI02,
V6014,Vertex Acrílico Cinza Claro 18L - Verbras,Un,275590832,7899023850814,Verbras,,,,,0,1,Piaui Const FI02,
V6069,Textura Acrilica Externa Nobre 25kg Areia - Verbras,Un,288302938,7899023860240,Verbras,,,,,0,#N/A,Piaui Const FI02,
V6588,Textura Acrilica Externa Nobre 25kg Branco Gelo - Verbras,Un,282004859,7899023860257,Verbras,,,,,0,7,Piaui Const FI02,
V9097,Textura Acrilica Externa 25kg Com Quartzo Palha - Verbras,Un,288302946,7899023860516,Verbras,,,,,0,#N/A,Piaui Const FI02,
P1181,"Porcelanato 72X72 Deck Acetinado Retificado 1,55m²/cx AR72053A - Via Rosa",Un,282322860,7899109829369,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
P2585,"Porcelanato Régua Madero Acacia 23X72cm 1,65m²/cx AR23008A - Via Rosa",Un,247912113,0,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
P3232,"Porcelanato Calacata Gold Polido 71X71 1,51m²/cx PTR71015A - Via Rosa",Un,274611369,7899109823831,Via Rosa,,,,,0,2,Piaui Const FI02,
P5165,"Porcelanato Metropole Light Acetinado 72X72 1,55m²/cx AR72043A - Via Rosa",Un,255512460,7899109824012,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
P5166,"Porcelanato Metropole Light Polido 71X71 1,51m²/cx PTR71043A - Via Rosa",Un,271890985,7899109824050,Via Rosa,,,,,0,11,Piaui Const FI02,
P5168,"Porcelanato Metropole Bege Acetinado 72X72 1,55m²/cx AR72004A - Via Rosa",Un,249722653,0,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
P5189,"Porcelanato Metropole Cement Acetinado 72X72 1,55m²/cx AR72003A - Via Rosa",Un,241542206,7899109813474,Via Rosa,,,,,0,6,Piaui Const FI02,
P6426,"Porcelanato 72x72 Petra Bali Acetinado 1,55m²/cx AR72057A - Via Rosa",Un,274108344,7899109830570,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
P6427,"Porcelanato 72x72 Metropole Deco Acetinado 1,55m²/cx AR72048A - Via Rosa",Un,274108350,7899109829123,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
P6428,"Porcelanato 72x72 Calacata Gold Deco Acetinado 1,55m²/cx AR72049A - Via Rosa",Un,274108356,7899109829154,Via Rosa,,,,,0,30,Piaui Const FI02,
P6429,"Porcelanato 72x72 Classic White Deco Acetinado 1,55m²/cx AR72056A - Via Rosa",Un,274108362,7899109830235,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
R5182,"Porcelanato Régua Madero Amendoa 17X72 0,75m²/cx AR17010A - Via Rosa",Un,241879615,0,Via Rosa,,,,,0,#N/A,Piaui Const FI02,
B4840,Betufitas 20cmx10m Sleeve - Viapol,Un,287812048,7899519910824,Viapol,,,,,0,#N/A,Piaui Const FI02,
C1179,Contra Umidade 18L - Viapol,Un,11791258,7898055522089,Viapol,,,,,0,8,Piaui Const FI02,
C3752,Contra Umidade 3.6L - Viapol,Un,375296,7899519914358,Viapol,,,,,0,11,Piaui Const FI02,
C3753,Contra Umidade Frasco Litro - Viapol,Un,375302,7899519914372,Viapol,,,,,0,#N/A,Piaui Const FI02,
E2459,Ecoprimer 1L - Viapol,Un,245957872,7899519914495,Viapol,,,,,0,#N/A,Piaui Const FI02,
E3752,Ecoprimer 18L - Viapol,Un,375284,7898055523291,Viapol,,,,,0,14,Piaui Const FI02,
F2459,Fita Viaflex Aluminio Blister 10cmx1M - Viapol,Un,245957884,7899519906308,Viapol,,,,,0,#N/A,Piaui Const FI02,
F2475,Fuseprotec Parede 18l - Viapol,Un,245595275,7899519910534,Viapol,,,,,0,#N/A,Piaui Const FI02,
F2621,"Fuseprotec Parede 3,6L - Viapol",Un,260505442,7899519910527,Viapol,,,,,0,#N/A,Piaui Const FI02,
G146,Viacal 3.6 Litros - Viapol,Un,375241,7899519914419,Viapol,,,,,0,3,Piaui Const FI02,
G149,Viaplus Top Caixa 4 Kg - Viapol,Un,375250,0,Viapol,,,,,0,#N/A,Piaui Const FI02,
G150,Viapoxi Adesivo Tix 1 Kg - Viapol,Un,375253,7898055528777,Viapol,,,,,0,45,Piaui Const FI02,
G151,Vitkote 18 Kg - Viapol,Un,375256,7899519912095,Viapol,,,,,0,9,Piaui Const FI02,
G152,Viacal Balde 18L - Viapol,Un,375259,7898055523048,Viapol,,,,,0,22,Piaui Const FI02,
G153,Ecoprimer 3.6L - Viapol,Un,375262,7899519914518,Viapol,,,,,0,17,Piaui Const FI02,
G156,Desforma Plus 18L - Viapol,Un,375272,7898055538677,Viapol,,,,,0,3,Piaui Const FI02,
G157,Manta Asfaltica 1x10m Laje Poliester 3PP-NE - Viapol,Un,375275,0,Viapol,,,,,0,#N/A,Piaui Const FI02,
G158103,Contra Umidade Sache 500ml - Viapol,Un,375278,7898055531678,Viapol,,,,,0,#N/A,Piaui Const FI02,
G161,Viaplus Top Caixa 18 Kg - Viapol,Un,375287,7898055523567,Viapol,,,,,0,12,Piaui Const FI02,
G162,Viafix 3.6 kg - Viapol,Un,375290,7899519914457,Viapol,,,,,0,#N/A,Piaui Const FI02,
G163,Manta Asfaltica 1x10m Laje Poliester 4PP-NE - Viapol,Un,375293,0,Viapol,,,,,0,5,Piaui Const FI02,
G165,Viafix 18 kg - Viapol,Un,375299,7898055523321,Viapol,,,,,0,22,Piaui Const FI02,
M1523,Manta Asfaltica Viamanta Multiuso Pne 1x10m 4mm - Viapol,Un,275182733,7899519912422,Viapol,,,,,0,10,Piaui Const FI02,
M2005,Betufitas 10cmx10m Sleeve - Viapol,Un,282152708,7899519910800,Viapol,,,,,0,30,Piaui Const FI02,
M2006,Betufitas 30cmx10m Sleeve - Viapol,Un,282152715,7899519910831,Viapol,,,,,0,41,Piaui Const FI02,
M2151,Manta Asfaltica Viamanta Multiuso Pne 1x10m 3mm - Viapol,Un,271775121,7899519911005,Viapol,,,,,0,26,Piaui Const FI02,
M2160,Manta Asfaltica Viamanta Multiuso Aluminio Pne 1x10m 3mm - Viapol,Un,275118940,7899519912415,Viapol,,,,,0,26,Piaui Const FI02,
M2188,Manta Asfaltica 1x10m Viaflex 3kg - Viapol,Un,218886815,0,Viapol,,,,,0,#N/A,Piaui Const FI02,
M2190,Manta Asfaltica 10cmx10m Sleeve - Viapol,Un,218886822,7899519914211,Viapol,,,,,0,1,Piaui Const FI02,
M2191,Manta Asfaltica 20cmx10m Sleeve - Viapol,Un,218886825,7899519914235,Viapol,,,,,0,7,Piaui Const FI02,
M2192,Manta Asfaltica 30cmx10m Sleeve - Viapol,Un,218886829,7899519914259,Viapol,,,,,0,1,Piaui Const FI02,
M2459,Manta Asfaltica Autocolante Aluminio 1X5M 3mm - Viapol,Un,245983776,0,Viapol,,,,,0,#N/A,Piaui Const FI02,
M2489,Manta Asfaltica 30cmx10m Sleeve Telha - Viapol,Un,248915491,7899519911593,Viapol,,,,,0,32,Piaui Const FI02,
M6239,Manta Asfaltica Autocolante 1X5M 3mm - Viapol,Un,243796239,0,Viapol,,,,,0,#N/A,Piaui Const FI02,
S6250,Selante Junta Cinza 400g - Viapol,Un,262512585,7899519911920,Viapol,,,,,0,#N/A,Piaui Const FI02,
S9083,Sela Trincas 400g - Viapol,Un,287812016,7899519911821,Viapol,,,,,0,#N/A,Piaui Const FI02,
T2188,Tela Poliester Mantex 50cmx50 - Viapol,Un,218886924,7899519913092,Viapol,,,,,0,3,Piaui Const FI02,
T6185,Tela Poliester Mantex 15cmx5m - Viapol,Un,243796185,7899519913085,Viapol,,,,,0,#N/A,Piaui Const FI02,
V0305,"Vedalage Branco 2,85 L - Viapol",Un,278546148,7899519911043,Viapol,,,,,0,#N/A,Piaui Const FI02,
V0306,Vedalage Branco 14L - Viapol,Un,278546155,7899519911050,Viapol,,,,,0,1,Piaui Const FI02,
V0307,Viagraute 25kg - Viapol,Un,278546161,7898055524427,Viapol,,,,,0,#N/A,Piaui Const FI02,
V2125,Viacal 1L - Viapol,Un,218886760,7899519914396,Viapol,,,,,0,10,Piaui Const FI02,
V2649,Vedalage Preto 18L - Viapol,Un,256390656,7899519911067,Viapol,,,,,0,2,Piaui Const FI02,
V2650,Vedalage Preto 3.6L - Viapol,Un,256390664,7899519911074,Viapol,,,,,0,4,Piaui Const FI02,
V2801,Viaplus Reparo Galão 4Kg - Viapol,Un,251641277,7899519910237,Viapol,,,,,0,#N/A,Piaui Const FI02,
V2902,Viaplus 7000 Fibras Caixa 18 Kg - Viapol,Un,290225557,7898055528906,Viapol,,,,,0,#N/A,Piaui Const FI02,
Z775,Viabit 18 Litros - Viapol,Un,468403,0,Viapol,,,,,0,2,Piaui Const FI02,
Z776,Viabit 3.6L - Viapol,Un,468405,0,Viapol,,,,,0,#N/A,Piaui Const FI02,
A2528,Argamassa Interna ACI 15kg - Votorantim,Un,281248871,7898265334045,Votorantim,,,,,0,#N/A,Piaui Const FI02,
A2529,Rejunte Flexível Cinza Platina 1Kg - Votorantim,Un,281248878,7895024025046,Votorantim,,,,,0,#N/A,Piaui Const FI02,
A2530,Rejunte Flexível Cinza Escuro 1Kg - Votorantim,Un,281248884,7895024025022,Votorantim,,,,,0,#N/A,Piaui Const FI02,
A2531,Rejunte Flexível Preto 1Kg - Votorantim,Un,281248890,7895024025008,Votorantim,,,,,0,#N/A,Piaui Const FI02,
G135,Cimento Cp Ii Z 32 50kg Poty - Votorantim,Un,375207,7898265334076,Votorantim,,,,,0,4,Piaui Const FI02,
A2988,Adesivo Poliuretano Construção 400g Cinza - Worker,Un,282377453,7899384993465,Worker,,,,,0,#N/A,Piaui Const FI02,
B2436,Balde Metal 10L Para Concreto - Worker,Un,243663645,0,Worker,,,,,0,61,Piaui Const FI02,
C2831,"Câmara de Ar Para Pneu 3,25x8 - Worker",Un,260285649,0,Worker,,,,,0,#N/A,Piaui Const FI02,
E2511,"Eletrodo 6013 2,50 - Worker",KG,251142515,0,Worker,,,,,0,"14,8",Piaui Const FI02,
E2512,Eletrodo 6013 3.25 - Worker,KG,251142521,0,Worker,,,,,0,22,Piaui Const FI02,
L2518,Lixa Massa e Madeira G150 225x275mm - Worker,Un,252307275,7899737518130,Worker,,,,,0,643,Piaui Const FI02,
L2523,Lixa Massa e Madeira G120 225x275mm - Worker,Un,252307269,7899737518123,Worker,,,,,0,832,Piaui Const FI02,
P1415,Prego Telheiro 18x27 Com Arruela 500g - Worker,Un,278348204,7899676007511,Worker,,,,,0,19,Piaui Const FI02,
